,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
141, 1FTEW1EB5KFA65060,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"102,956", 18,23, Automatic, 4WD,Gas,Black,Gray,0,2, Personal use,"Hazard, KY","26,876"
142, JTDEPRAE4LJ082166,Toyota,['Corolla'],LE CVT,2020,"57,600", 30,38, Automatic, FWD,Gas,White,Black,1,1, Personal use,"Midwest City, OK","18,750"
143, 3GCUKREC8JG594319,Chevrolet,"['Silverado', '1500']",LT Z71 Crew Cab Short Box 4WD,2018,"100,905", 17,22, Automatic, 4WD,Gas,Silver,Black,0,1, Fleet use,"Sterling, VA","24,975"
144, 1FTEW1E50JKE45892,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"87,995", 18,23, Automatic, 4WD,Gas,White,Gray,0,2, Personal use,"Pasco, WA","29,989"
145, 1G1ZD5STXLF041228,Chevrolet,['Malibu'],LT,2020,"50,535", 29,36, Automatic, FWD,Gas,White,Black,0,1, Fleet use,"Abbeville, LA","24,988"
146, 1FMCU0GD9JUC77245,Ford,['Escape'],SE FWD,2018,"146,570", 23,30, Automatic, FWD,Gas,White,Black,0,2, Fleet use,"Lakewood, NY","12,995"
147, 1GNERGKW7KJ208581,Chevrolet,['Traverse'],LT Cloth with 1LT FWD,2019,"73,098", 18,27, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Lubbock, TX","27,618"
148, 5TFUW5F16JX733191,Toyota,['Tundra'],SR5 Double Cab 6.5' Bed Flex Fuel 5.7L V8 4WD,2018,"76,672", 13,17, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Abilene, TX","29,995"
149, 1FTEW1E51KFC09973,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"77,300", 18,23, Automatic, 4WD,Gas,Gray,Gray,0,2, Personal use,"Alcoa, TN","34,994"
150, 1FTEW1E41KKC61120,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2019,"123,816", 19,24, Automatic, 4WD,Gas,White,Gray,0,1, Fleet use,"Austin, TX","29,995"
151, 1FTEW1E5XKFC91637,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2019,"28,566", 19,24, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Puyallup, WA","48,999"
152, 3N1CN7AP4JL801461,Nissan,['Versa'],SV CVT,2018,"104,865", 31,39, Automatic, FWD,Gas,Black,Black,0,3, Personal use,"Orlando, FL","8,455"
153, 3FA6P0HD5ER223709,Ford,['Fusion'],SE FWD,2014,"100,376", 22,34, Automatic, FWD,Gas,Black,Black,2,4, Personal use,"St. Petersburg, FL","9,995"
154, 1G1ZD5ST0LF023109,Chevrolet,['Malibu'],LT,2020,"61,167", 29,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Kingwood, TX","22,316"
155, 2GNAXKEVXK6111561,Chevrolet,['Equinox'],LT with 1LT FWD,2019,"37,652", 26,32, Automatic, FWD,Gas,White,Black,1,2, Personal use,"Grove City, OH","18,995"
156, 3GNAXJEV7JS595036,Chevrolet,['Equinox'],LT with 1LT FWD,2018,"79,871", 26,32, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Pratt, KS","14,899"
157, WDDGF4HB0DA784390,Mercedes-Benz,['C-Class'],C 250 Sport Sedan RWD,2013,"123,680", 21,31, Automatic, RWD,Gas,Red,Beige,1,3, Personal use,"San Antonio, TX","8,900"
158, 1FMCU0GD0KUB75530,Ford,['Escape'],SE FWD,2019,"88,659", 23,30, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Chesapeake, VA","16,774"
159, 1FTEW1EP1FKD71889,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2015,"198,500", 17,23, Automatic, 4WD,Gas,White,Gray,0,3, Personal use,"Bountiful, UT","16,690"
160, 5NPD84LFXLH580088,Hyundai,['Elantra'],SEL 2.0L IVT,2020,"52,604", 30,40, Automatic, FWD,Gas,Red,Gray,1,1, Personal use,"Jacksonville, FL","14,000"
161, 1FTMF1C87FKD62346,Ford,['F-150'],XL Regular Cab 6.5' Box RWD,2015,"99,410", 18,25, Automatic, RWD,Gas,White,Gray,1,6, Fleet use,"Mobile, AL","16,788"
162, 1FTFW1E53JKE21297,Ford,['F-150'],XLT SuperCrew 6.5' Box 4WD,2018,"173,638", 16,22, Automatic, 4WD,Gas,White,Gray,1,1, Personal use,"Dallas, TX","22,187"
163, 1FTEX1CG3JFC55594,Ford,['F-150'],Lariat SuperCab 6.5' Box 2WD,2018,"195,296", 20,26, Automatic, RWD,Gas,White,Gray,3,1, Personal use,"Lawrenceville, GA","17,420"
164, 1N4BL4BV1LC204511,Nissan,['Altima'],2.5 S FWD,2020,"61,596",n/a,n/a,n/a,n/a,n/a,Black,Black,0,1, Personal use,"Tempe, AZ","20,998"
165, 1C4PJMDX7KD364504,Jeep,['Cherokee'],Limited 4WD,2019,"36,445", 19,27, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"Wayne, NJ","22,980"
166, 1C6RR7LT4GS317880,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2016,"79,206", 16,23, Automatic, 4WD,Gas,Red,Black,0,2, Personal use,"Gettysburg, PA","24,450"
167, WDC0G4JB2KF593504,Mercedes-Benz,['GLC'],GLC 300 RWD,2019,"85,966", 22,27, Automatic, RWD,Gas,Black,Black,0,2, Personal use,"Deland, FL","26,561"
168, 3FA6P0H71HR178637,Ford,['Fusion'],SE FWD,2017,"99,812", 21,32, Automatic, FWD,Gas,Black,Black,1,2, Fleet use,"Pensacola, FL","13,788"
169, 4JGDF6EE0KB227747,Mercedes-Benz,['GLS'],GLS 450 4MATIC SUV,2019,"32,899", 16,22, Automatic, AWD,Gas,White,Beige,0,1, Personal use,"Ft. Lauderdale, FL","50,955"
170, 3N1AB7AP7KY338882,Nissan,['Sentra'],SV CVT,2019,"108,401", 29,37, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Charleston, SC","12,992"
171, 5YFEPRAE4LP038518,Toyota,['Corolla'],LE CVT,2020,"33,136", 30,38, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Greensboro, NC","20,998"
172, 2FMPK3J96LBA74125,Ford,['Edge'],SEL FWD,2020,"51,539", 21,29, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Live Oak, TX","25,588"
173, 3FA6P0HD3FR304533,Ford,['Fusion'],SE FWD,2015,"128,374", 22,34, Automatic, FWD,Gas,Silver,Black,0,4, Fleet use,"San Antonio, TX","10,897"
174, 1N4BL4BV1LC207361,Nissan,['Altima'],2.5 S FWD,2020,"61,262", 28,39, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Reno, NV","21,999"
175, 1FTEW1E46KFC20426,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"127,724", 18,23, Automatic, 4WD,Gas,Gray,Gray,2,1, Fleet use,"Raleigh, NC","28,995"
176, 1G1ZD5ST1LF071329,Chevrolet,['Malibu'],LT,2020,"69,797", 29,36, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Macon, GA","21,964"
177, 1FTFW1E45KFB52043,Ford,['F-150'],XLT SuperCrew 6.5' Box 4WD,2019,"63,758", 16,22, Automatic, 4WD,Gas,Red,Gray,0,1, Personal use,"Warrenton, VA","37,794"
178, 1C4RJFBG4KC840818,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2019,"24,988", 18,25, Automatic, 4WD,Gas,Black,Black,1,1, Personal use,"Lindon, UT","30,400"
179, JM3KFADM2K1551268,Mazda,['CX-5'],Grand Touring FWD,2019,"48,661", 25,31, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"San Antonio, TX","24,968"
180, 5YFEPRAE1LP090947,Toyota,['Corolla'],LE CVT,2020,"45,593", 30,38, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Clermont, FL","20,900"
181, 3FMCR9C6XMRA87673,Ford,"['Bronco', 'Sport']",Outer Banks,2021,209, 25,28, Automatic, 4WD,Gas,Black,Unknown,0,0, Personal use,"Chula Vista, CA","31,560"
182, 1FADP3F24EL433677,Ford,['Focus'],SE Sedan,2014,"121,395", 26,36, Automatic, FWD,Gas,Blue,Black,0,5, Fleet use,"San Diego, CA","6,499"
183, 3FA6P0HR3DR138619,Ford,['Fusion'],SE FWD,2013,"154,044", 22,34, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Ellicott City, MD","7,399"
184, 1G1ZD5ST6LF089115,Chevrolet,['Malibu'],LT,2020,"48,530", 29,36, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Saint Peters, MO","22,998"
185, 1FM5K7D83JGC05616,Ford,['Explorer'],XLT FWD,2018,"12,209", 17,24, Automatic, FWD,Gas,Gray,Black,2,2, Personal use,"Houston, TX","27,200"
186, 3GNCJKSB9LL153771,Chevrolet,['Trax'],LS FWD,2020,"29,356", 26,31, Automatic, FWD,Gas,Gray,Black,1,1, Personal use,"Duncanville, TX","17,500"
187, 2C3CDZAG5JH131508,Dodge,['Challenger'],SXT RWD Automatic,2018,"37,726", 19,30, Automatic, RWD,Gas,Black,Black,1,3, Personal use,"Houston, TX","22,200"
188, 1FTFW1EF2GFA55813,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2016,"251,236", 17,23, Automatic, 4WD,Gas,Blue,Gray,0,3, Personal use,"Harrisburg, PA","17,997"
189, 1HGCT1B39DA021996,Honda,['Accord'],LX-S Coupe I4 Automatic,2013,"134,239", 26,35, Automatic, FWD,Gas,Black,Black,1,4, Fleet use,"Pasadena, TX","8,534"
190, 3GNCJLSB0KL113552,Chevrolet,['Trax'],LT FWD,2019,"118,720", 26,31, Automatic, FWD,Gas,Black,Black,1,1, Personal use,"Zebulon, NC","14,998"
191, 1C4PJLDB5HW517800,Jeep,['Cherokee'],Limited FWD,2017,"92,555", 21,30, Automatic, FWD,Gas,White,Beige,0,2, Fleet use,"Graham, NC","14,790"
192, 1C4PJMDX2KD138001,Jeep,['Cherokee'],Limited 4WD,2019,"20,900", 19,27, Automatic, 4WD,Gas,Gray,Black,1,1, Personal use,"Post Falls, ID","25,000"
193, 2C4RC1BG4ER325357,Chrysler,"['Town', '&', 'Country']",Touring,2014,"146,962", 17,25, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Midlothian, VA","8,994"
194, 1HGCV1F13KA088674,Honda,['Accord'],LX 1.5T CVT,2019,"39,470", 30,38, Automatic, FWD,Gas,Gray,Unknown,0,1, Personal use,"Bronx, NY","21,995"
195, 5YFEPRAE5LP121911,Toyota,['Corolla'],LE CVT,2020,"45,155", 30,38, Automatic, FWD,Gas,White,Unknown,0,1, Personal use,"Nashville, TN","21,097"
196, 2T3WFREV4JW408614,Toyota,['RAV4'],XLE FWD,2018,"166,598", 23,30, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Fort Worth, TX","16,000"
197, 1G1ZD5ST8LF029952,Chevrolet,['Malibu'],LT,2020,"65,930", 29,36, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Chehalis, WA","20,350"
198, 1G1ZD5ST8LF089259,Chevrolet,['Malibu'],LT,2020,"57,097", 29,36, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Sierra Vista, AZ","21,388"
199, 1G1ZD5ST2LF091038,Chevrolet,['Malibu'],LT,2020,"61,250", 29,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Hagerstown, MD","20,559"
200, 1GNEVHKW6JJ203243,Chevrolet,['Traverse'],LT Leather with 3LT AWD,2018,"51,447", 17,25, Automatic, AWD,Gas,White,Black,1,3, Personal use,"Boise, ID","28,000"
201, 5TFRX5GN4KX138832,Toyota,['Tacoma'],SR Access Cab 6' Bed I4 2WD Automatic,2019,"94,551", 20,23, Automatic, RWD,Gas,White,Gray,0,1, Fleet use,"San Jose, CA","22,499"
202, 3N1AB7AP5KY288953,Nissan,['Sentra'],SV CVT,2019,"92,244", 29,37, Automatic, FWD,Gas,White,Black,0,1, Fleet use,"Costa Mesa, CA","13,500"
203, 5UXTR9C57KLE11591,BMW,['X3'],xDrive30i AWD,2019,"93,097", 22,29, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Roselle, NJ","25,990"
204, 19XFB2E58FE039598,Honda,['Civic'],LX Sedan Manual,2015,"135,668", 28,36, Manual, FWD,Gas,Gray,Gray,1,2, Personal use,"Fort Worth, TX","9,985"
205, 1FTEW1E51KKC44763,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2019,"96,358", 19,24, Automatic, 4WD,Gas,White,Unknown,0,1, Personal use,"Billings, MT","33,995"
206, 1FTEW1EP9HKD58293,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2017,"98,835", 17,23, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Dallas, TX","25,447"
207, 1FTEW1EP4LKF48642,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"32,713", 18,23, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Hicksville, OH","37,547"
208, 1N4BL4BV0LC254459,Nissan,['Altima'],2.5 S FWD,2020,"32,798", 28,39, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Phoenix, AZ","21,740"
209, 5YFEPRAEXLP073385,Toyota,['Corolla'],LE CVT,2020,"54,889", 30,38, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Clermont, FL","20,400"
210, 1C4RJFBG0JC391457,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2018,"114,052", 18,25, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Maitland, FL","22,995"
211, SADCM2FV9KA600663,Jaguar,['F-PACE'],S,2019,"21,528", 18,23, Automatic, AWD,Supercharged,White,Unknown,0,1, Personal use,"Pompano Beach, FL","52,370"
212, 3GNAXHEV5KS632207,Chevrolet,['Equinox'],LS with 1LS FWD,2019,"29,805", 26,32, Automatic, FWD,Gas,Gray,Gray,0,1, Personal use,"Henderson, NV","21,998"
213, 1FTEW1EG6HKD27017,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2017,"71,539", 17,23, Automatic, 4WD,Gas,Black,Unknown,1,2, Personal use,"Niles, MI","29,200"
214, 1FTEW1E42KKC52975,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"78,713", 18,23, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Midwest City, OK","30,988"
215, 1FT7W2B67HED26970,Ford,"['Super', 'Duty', 'F-250']",Lariat Crew Cab 6.75' Bed 4WD,2017,"177,587",n/a,n/a, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"San Jose, CA","33,990"
216, 5NPD84LF1LH536495,Hyundai,['Elantra'],SEL 2.0L IVT,2020,"62,080", 30,40, Automatic, FWD,Gas,Silver,Gray,0,1, Personal use,"Houston, TX","19,000"
217, 1N4BL4BV6LC135752,Nissan,['Altima'],2.5 S FWD,2020,"62,775", 28,39, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Reno, NV","21,999"
218, 5YFBURHE7JP831455,Toyota,['Corolla'],SE CVT,2018,"44,681", 28,35, Automatic, FWD,Gas,Black,Unknown,0,1, Personal use,"Newport Beach, CA","17,999"
219, 1G1ZD5ST9LF025344,Chevrolet,['Malibu'],LT,2020,"58,888", 29,36, Automatic, FWD,Gas,Gray,Black,1,1, Fleet use,"Marietta, GA","18,995"
220, 1FM5K8D87JGA62482,Ford,['Explorer'],XLT 4WD,2018,"64,783", 16,22, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Ardmore, PA","26,513"
221, WBXHT3C38J5K28661,BMW,['X1'],xDrive28i AWD,2018,"74,558", 22,31, Automatic, AWD,Gas,White,Unknown,0,1, Personal use,"Freeport, NY","19,944"
222, 2T1BU4EE0AC315574,Toyota,['Corolla'],LE Automatic,2010,"98,372", 26,34, Automatic, FWD,Gas,Black,Gray,1,2, Personal use,"Virginia Beach, VA","9,750"
223, 1FTEW1E57KKC44136,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"67,465", 18,23, Automatic, 4WD,Gas,Black,Unknown,0,1, Fleet use,"Billings, MT","36,999"
224, 1FTFW1EF2CFB46980,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2012,"143,152", 14,19, Automatic, 4WD,Gas,White,Unknown,0,2, Personal use,"Fargo, ND","13,299"
225, 1C6RR7FG8JS221255,Ram,['1500'],"Tradesman Quad Cab 6'4"" Box 4WD",2018,"211,340", 16,23, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Olathe, KS","17,999"
226, 1G1ZD5ST7LF042594,Chevrolet,['Malibu'],LT,2020,"65,156", 29,36, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Pinellas Park, FL","19,680"
227, 3N1AB7APXHY374512,Nissan,['Sentra'],S CVT,2017,"99,500", 29,37, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Denton, TX","11,118"
228, 5NMZTDLB6JH090890,Hyundai,"['Santa', 'Fe', 'Sport']",Base 2.4L AWD,2018,"88,139", 20,26, Automatic, AWD,Gas,White,Gray,0,2, Personal use,"Tampa, FL","15,750"
229, 5UXTR7C58KLR44339,BMW,['X3'],sDrive30i RWD,2019,"56,202", 23,30, Automatic, RWD,Gas,Black,Black,0,2, Fleet use,"Baytown, TX","29,993"
230, 2GNAXVEXXK6116097,Chevrolet,['Equinox'],LT with 2LT AWD,2019,"105,109", 22,28, Automatic, AWD,Gas,Black,Black,1,1, Personal use,"Merriam, KS","19,987"
231, 1C4PJMLB4KD213173,Jeep,['Cherokee'],Latitude Plus 4WD,2019,"122,014", 21,29, Automatic, 4WD,Gas,Black,Black,1,1, Personal use,"Gresham, OR","16,454"
232, 1C6RR7TT1FS648835,Ram,['1500'],"Outdoorsman Crew Cab 6'4"" Box 4WD",2015,"143,217", 15,21, Automatic, 4WD,Gas,Black,Gray,1,2, Personal use,"Boise, ID","20,000"
233, 1FTEW1C43LFA64284,Ford,['F-150'],King Ranch SuperCrew 5.5' Box 2WD,2020,"61,169", 17,23, Automatic, RWD,Gas,White,Unknown,0,1, Personal use,"Clarksville, TN","42,379"
234, 3GNAXJEV3JL104312,Chevrolet,['Equinox'],LT with 1LT FWD,2018,"85,198", 26,32, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Decatur, IL","16,970"
235, 2FMPK3J91LBA57703,Ford,['Edge'],SEL FWD,2020,"51,094", 21,29, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Live Oak, TX","25,145"
236, 2GNAXUEV5K6210509,Chevrolet,['Equinox'],LT with 1LT AWD,2019,"113,959", 25,30, Automatic, AWD,Gas,White,Black,1,1, Fleet use,"Greensboro, NC","17,900"
237, 1C6SRFBTXKN729516,Ram,['1500'],"Big Horn/Lone Star Quad Cab 6'4"" Box 4WD",2019,"159,229", 19,24, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"Live Oak, FL","24,995"
238, 5XXGT4L31LG413664,Kia,['Optima'],LX Automatic,2020,"48,390", 24,32, Automatic, FWD,Gas,Black,Black,1,2, Personal use,"West Chester, OH","17,995"
239, 1G1ZD5ST2LF033690,Chevrolet,['Malibu'],LT,2020,"64,921", 29,36, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Bradenton, FL","20,995"
240, 2C4RDGCG4KR773320,Dodge,"['Grand', 'Caravan']",SXT,2019,"66,506", 17,25, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Rockingham, NC","23,595"
241, 1FA6P0H75G5118846,Ford,['Fusion'],SE FWD,2016,"130,963", 22,34, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Bradenton, FL","11,724"
242, KMHCT4AE2GU980707,Hyundai,['Accent'],SE Sedan Automatic,2016,"102,861", 26,37, Automatic, FWD,Gas,Gray,Gray,0,2, Fleet use,"Tallahassee, FL","10,700"
243, 2T1BURHE8HC944258,Toyota,['Corolla'],LE CVT,2017,"45,000", 28,36, Automatic, FWD,Gas,Gray,Unknown,0,1, Fleet use,"Orlando, FL","13,950"
244, 5UXCR6C5XKLK89529,BMW,['X5'],xDrive40i,2019,"82,033", 20,26, Automatic, AWD,Gas,Blue,Brown,0,1, Personal use,"Mount Kisco, NY","39,988"
245, 1FTEW1EP8JFC72763,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"45,125",n/a,n/a,n/a,n/a,n/a,Red,Gray,0,2, Personal use,"Baltimore, MD","35,000"
246, 1FTFW1EF1GFA40140,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2016,"83,497", 17,23, Automatic, 4WD,Gas,White,Gray,0,2, Personal use,"Denver, CO","26,999"
247, 1FTFW1ET1DFC41425,Ford,['F-150'],Limited SuperCrew 5.5' Box 4WD,2013,"111,691", 14,19, Automatic, 4WD,Gas,Red,Unknown,1,3, Personal use,"Perrysburg, OH","23,991"
248, 5YFVPRAE5LP115297,Toyota,['Corolla'],LE CVT,2020,"40,816", 30,38, Automatic, FWD,Gas,Gray,Unknown,0,2, Fleet use,"Panama City, FL","20,998"
249, 1FTEW1C84FKD17501,Ford,['F-150'],XLT SuperCrew 5.5' Box RWD,2015,"114,592", 18,25, Automatic, RWD,Gas,White,Gray,0,2, Personal use,"High Point, NC","19,119"
250, KL4CJASB7KB719214,Buick,['Encore'],Preferred FWD,2019,"48,293", 25,30, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Harlingen, TX","20,295"
251, JTDEPRAE7LJ063305,Toyota,['Corolla'],LE CVT,2020,"14,655", 30,38, Automatic, FWD,Gas,White,Unknown,0,2, Personal use,"Fort Pierce, FL","23,000"
252, 3GNAXUEV8KS670488,Chevrolet,['Equinox'],LT with 1LT AWD,2019,"36,975", 25,30, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Richmond, VA","24,991"
253, 1FTEW1EB6LKD20789,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"61,004", 18,23, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Sacramento, CA","33,395"
254, KL4CJASB2KB842970,Buick,['Encore'],Preferred FWD,2019,"70,263", 25,30, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Boise, ID","17,400"
255, 1C4HJXEN2LW231478,Jeep,['Wrangler'],Unlimited Sahara High Altitude,2020,"19,469", 21,22, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Coral Gables, FL","43,995"
256, 2GNAXJEV9K6249425,Chevrolet,['Equinox'],LT with 2FL FWD,2019,"155,289", 26,32, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"Smyrna, GA","14,999"
257, 5YFEPMAEXMP153886,Toyota,['Corolla'],LE CVT,2021,"22,848", 30,38, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Hollywood, FL","21,960"
258, 3GTP9EEL8KG292113,GMC,"['Sierra', '1500']",AT4 Crew Cab Short Box 4WD,2019,"92,285", 15,21, Automatic, 4WD,Gas,Black,Black,1,1, Personal use,"Tappahannock, VA","40,000"
259, 4T1B11HK4JU650439,Toyota,['Camry'],XLE I4 Automatic,2018,"14,870", 28,39, Automatic, FWD,Gas,Black,Unknown,1,2, Personal use,"Houston, TX","18,500"
260, 3KPF24AD6KE008272,Kia,['Forte'],LXS IVT,2019,"78,119", 30,40, Automatic, FWD,Gas,Blue,Black,0,1, Fleet use,"Philadelphia, PA","15,915"
261, 5YFBURHE2EP070551,Toyota,['Corolla'],S Plus CVT,2014,"123,306", 29,37, Automatic, FWD,Gas,White,Black,0,3, Personal use,"Newport Beach, CA","10,999"
262, 1FTEW1C44KKC89514,Ford,['F-150'],XLT SuperCrew 5.5' Box 2WD,2019,"92,650", 19,25, Automatic, RWD,Gas,Black,Gray,0,2, Personal use,"Tampa, FL","27,700"
263, 3N1AB7AP9KY245832,Nissan,['Sentra'],SV CVT,2019,"55,930", 29,37, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Concord, NC","16,995"
264, 1G1ZD5ST7LF039436,Chevrolet,['Malibu'],LT,2020,"61,270", 29,36, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Orlando, FL","20,695"
265, 1GCNCNEH7HZ320271,Chevrolet,"['Silverado', '1500']",WT Regular Cab Long Box 2WD,2017,"113,449", 18,24, Automatic, RWD,Gas,White,Gray,0,1, Personal use,"Little River, SC","15,995"
266, 1FTFW1E52KFC66574,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"33,975", 18,23, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Greensboro, NC","40,800"
267, 2C4RDGBG5KR586623,Dodge,"['Grand', 'Caravan']",SE,2019,"130,296", 17,25, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Youngsville, NC","14,800"
268, 2C4RDGCG4KR689126,Dodge,"['Grand', 'Caravan']",SXT,2019,"51,122", 17,25, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Live Oak, TX","22,547"
269, 2GNAXSEV6J6134849,Chevrolet,['Equinox'],LT with 1LT AWD,2018,"60,470",n/a,n/a,n/a,n/a,n/a,White,Gray,0,1, Personal use,"Gettysburg, PA","19,837"
270, 1GC4YNEY9MF106925,Chevrolet,"['Silverado', '2500HD']",LT Crew Cab Standard Bed 4WD,2021,"146,944",n/a,n/a, Automatic, 4WD,Diesel,White,Black,0,1, Personal use,"Addison, TX","46,495"
271, JN1BJ1CV4LW254057,Nissan,"['Rogue', 'Sport']",S FWD,2020,"45,908", 25,32, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Harlingen, TX","21,695"
272, 1FTEW1E56KKC37503,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"60,766", 18,23, Automatic, 4WD,Gas,Gray,Gray,0,2, Personal use,"Jane, MO","34,500"
273, 3GKALPEV9LL271496,GMC,['Terrain'],SLT FWD,2020,"52,996", 26,30, Automatic, FWD,Gas,White,Black,0,1, Fleet use,"Lubbock, TX","27,384"
274, 1FM5K8D84JGC29123,Ford,['Explorer'],XLT 4WD,2018,"68,321", 16,22, Automatic, 4WD,Gas,White,Unknown,0,3, Personal use,"Melbourne, FL","28,797"
275, JN8AT2MV9JW329036,Nissan,['Rogue'],SL AWD,2018,"120,581", 25,32, Automatic, AWD,Gas,Black,Gray,0,1, Personal use,"Lincoln, NE","16,859"
276, 2GNAXJEVXJ6193381,Chevrolet,['Equinox'],LT with 1LT FWD,2018,"41,679", 26,32, Automatic, FWD,Gas,Gray,Black,0,2, Fleet use,"Kalamazoo, MI","19,895"
277, 3GNCJKSB4LL186077,Chevrolet,['Trax'],LS FWD,2020,"36,440", 26,31, Automatic, FWD,Gas,Gray,Black,1,1, Personal use,"Clarksville, TN","17,320"
278, 5NPE24AF8GH387615,Hyundai,['Sonata'],SE 2.4L,2016,"91,890", 25,38, Automatic, FWD,Gas,White,Gray,0,3, Personal use,"Colma, CA","13,493"
279, WD4PF0CD4KP098087,Mercedes-Benz,"['Sprinter', 'Crew', 'Van']","2500 High Roof V6 144"" RWD",2019,"8,272",n/a,n/a, Automatic, RWD,Diesel,Gray,Black,0,3, Fleet use,"Manassas, VA","49,495"
280, 5N1AT2MT1JC710127,Nissan,['Rogue'],SL FWD,2018,"113,819", 26,33, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"ORLANDO, FL","14,980"
281, KNAGM4A73F5631971,Kia,['Optima'],LX,2015,"173,385", 23,34, Automatic, FWD,Gas,Gray,Black,0,2, Fleet use,"Fresno, CA","7,495"
282, 1N4AL3AP8GC190069,Nissan,['Altima'],2.5 S,2016,"72,792", 27,39, Automatic, FWD,Gas,White,Black,0,2, Fleet use,"Roseville, CA","15,994"
